"","P21452_153","P21452_161","P21452_165","P21452_169","P21452_173","P21452_177","P21452_181","P21452_189"
"PS_chr07_G031199",1262.685,1230.246,336.668,1357.272,122.071,693.04,47.963,322.818
"PS_chr07_G031200",2321.151,1599.982,301.308,1275.867,268.523,940.667,55.31,215.639
"PS_chr07_G031201",908.146,758.712,255.085,1009.007,333.23,505.218,123.268,235.284
"PS_chr07_G031202",2966.057,2792.086,333.07,3954.487,753.092,1565.565,171.531,267.073
"PS_chr07_G031203",0,0,0,0,0,0,0,0
"PS_chr07_G031204",54.028,70,47,144.895,25,53,3,38.067
"PS_chr07_G031206",0.999,0,0,3,0,0,0,0
"PS_chr07_G031207",22.779,16.162,16.776,99.479,37.426,0,18.165,0
"PS_chr07_G031208",0,10.708,0,1.272,0,3.783,3.588,1.178
"PS_chr07_G031209",296.342,236.793,297.825,916.219,356.208,310.444,84.502,185.904
"PS_chr07_G031210",500.401,556.628,231.648,474.03,194.114,133.915,235.346,164.348
"PS_chr07_G031211",145.094,300.681,103.711,366.39,100.853,46.842,88.138,77.354
"PS_chr07_G031212",0,8.077,8.821,11.941,1.033,0,0,0
"PS_chr07_G031213",173.276,304.261,200.162,765.044,286.768,47.36,147.354,214.082
"PS_chr07_G031214",684.727,998.017,178.516,2099.438,41.504,52.925,546.502,170.821
"PS_chr07_G031215",78.579,3.22,33.766,85.072,24.348,26.24,13.51,36.677
"PS_chr07_G031216",87.648,93.2,71.053,215.916,90.96,102.094,55.282,81.513
"PS_chr07_G031217",12,11,3.02,3,3,9,14,2.033
"PS_chr07_G031218",53.911,31.86,118.07,279.149,226.15,66.419,45.259,147.705
"PS_chr07_G031219",2743.561,2303.441,3361.183,2467.772,5087.212,1681.253,2505.483,3451.113
"PS_chr07_G031220",58,20,29,25,117,19,42,75
"PS_chr07_G031221",7233.867,6582.43,6471.068,8245.284,8975.123,5783.493,4633.752,8830.479
"PS_chr07_G031223",19,7,183.141,37,170.903,8,67,236.003
"PS_chr07_G031224",274,111,256,124,328.006,94,48.11,213.997
"PS_chr07_G031225",0,0,0,0,0,3,0,0
"PS_chr07_G031226",0,0,0,0,0,0,0,0
"PS_chr07_G031227",0,0,0,0,0,0,0,0
"PS_chr07_G031228",152.706,74,208,188,38,103.035,32,42
"PS_chr07_G031230",0,2,9,6.127,6.976,0,0,5.023
"PS_chr07_G031231",451.038,368.484,1074.895,1696.735,3065.792,716.868,281.918,3285.721
"PS_chr07_G031232",405.379,1114.242,2044.234,1071.061,1155.112,489.004,788.848,3592.532
"PS_chr07_G031233",0,0,0,0,0,0,0,0
"PS_chr07_G031234",0,0,7.545,0,0,0,0,0
"PS_chr07_G031235",1849.575,314.729,523.057,2235.516,978.936,1404.318,366.505,2077.446
"PS_chr07_G031236",0,0,0,0,0,0,0,0
"PS_chr07_G031237",0,0,0,0,0,0,0,0
"PS_chr07_G031238",635.478,341.02,802.117,623.082,2868.087,884.439,437.729,1857.212
"PS_chr07_G031239",4,0,0,0,3,1,0,79
"PS_chr07_G031240",7,4,20,0,4,1,0,0
"PS_chr07_G031241",0,0,1,0,0,0,1,0
"PS_chr07_G031242",6682.35,5344.729,3666.783,6927.028,4774.46,4510.096,1937.217,4386.328
"PS_chr07_G031243",199.929,81.1,70.617,227.842,167.273,153.664,16.833,142.289
"PS_chr07_G031244",464,233.002,71,165,100.114,181,72,130
"PS_chr07_G031245",0,1,0,2,0,0,0,0
"PS_chr07_G031246",397.306,160.016,65.955,179.244,49.817,184.541,50.311,85.206
"PS_chr07_G031247",996.546,385.629,61.045,173.756,71.183,539.506,90.689,56.794
"PS_chr07_G031248",3.569,1.089,8.442,0,2.535,4.001,0,9.16
"PS_chr07_G031249",2,0,0,0,0,0,0,0
"PS_chr07_G031251",2741.183,1994.577,2919.395,3251.661,4282.963,2059.357,1829.748,4142.978
"PS_chr07_G031252",0,0,0,0,0,0,0,2
"PS_chr07_G031253",0,0,0,0,0,0,0,0
"PS_chr07_G031254",342.041,288.017,239.733,372.11,243.067,253.142,161.995,301.907
"PS_chr07_G031255",0,0,0,0,0,0,0,0
"PS_chr07_G031256",0,0,0,0,0,0,0,0
"PS_chr07_G031257",2014,1896.198,5020.324,2273.847,3418.686,1491.008,1844.998,5058.21
"PS_chr07_G031258",0,0,0,0,0,0,0,0
"PS_chr07_G031259",38,15,75,18,87,21,62,355
"PS_chr07_G031260",24.076,20.563,12.904,29.488,110.851,11.31,0,20.735
"PS_chr07_G031261",5516.229,1979.254,1616.23,1724.122,1267.139,1854.982,920.997,1514.349
"PS_chr07_G031262",0,0,0,0,0,0,0,0
"PS_chr07_G031263",0,0,0,0,0,0,0,0
"PS_chr07_G031264",5.001,3,1,0,5.607,9.229,61.115,2.238
"PS_chr07_G031265",1573.926,2359.315,2940.458,3424.634,4398.071,1835.879,2239.015,3933.077
"PS_chr07_G031266",878.055,902.157,773.357,852.255,1255.22,755,545.508,991.737
"PS_chr07_G031269",15120.818,13554.644,19742.728,19143.964,21005.794,12632.049,8810.416,18100.438
"PS_chr07_G031270",141,155,401,444.738,469.189,158,134,371.343
"PS_chr07_G031271",794.965,734.025,790.5,800.998,762.97,515.056,495.711,1150.769
"PS_chr07_G031273",0,0,0,0,0,0,0,0
"PS_chr07_G031274",3919.23,3980.766,4007.902,4298.138,5276.449,3364.548,3281.695,4509.62
"PS_chr07_G031275",84.811,133.4,246.117,307.152,361.269,105.577,117.186,239.004
"PS_chr07_G031276",93.189,149.6,237.914,225.587,274.553,99.49,70.83,205.288
"PS_chr07_G031277",1097.989,984.599,1245.522,1108.742,2258.381,816.994,807.985,1755.126
"PS_chr07_G031280",0,0,0,0,0,0,0,0
"PS_chr07_G031281",392.562,436.599,445.789,388.575,543.797,381.801,389.28,505.838
"PS_chr07_G031282",3787.265,3797.945,4641.386,3644.044,5867.232,2801.505,3203.953,4385.394
"PS_chr07_G031283",894.825,945.466,1872.789,1161.497,2231.115,774,1168.417,1934.264
"PS_chr07_G031286",9,5,7,14,3.018,9,3,4.73
"PS_chr07_G031287",4.748,7.787,2.163,5.742,14.442,1.048,8.014,8.449
"PS_chr07_G031288",2897.81,2914.615,1820.454,2928.148,2646.604,2050.307,1020.545,1951.018
"PS_chr07_G031289",1068.871,861.195,1092.487,1080.487,1516.245,856.138,724.493,1076.584
"PS_chr07_G031291",0,0,0,0,0,0,0,1
"PS_chr07_G031292",0,0,0,0,0,0,0,0
"PS_chr07_G031293",1896.057,1294.001,4210.002,3327.472,5688.732,2389.531,2310.001,5395.208
"PS_chr07_G031294",1,6,7,12.005,21,4,7,12
"PS_chr07_G031295",3637.127,3220.607,4248.63,5227.163,6848.759,3177.357,2482.135,5306.884
"PS_chr07_G031296",0,1,0,0,0,0,0,0
"PS_chr07_G031297",734.638,615.641,1328.488,773.756,1927.949,3118.704,794.792,1781.823
"PS_chr07_G031298",703.568,580.468,785.23,871.598,2380.634,845.118,1062.849,1897.724
"PS_chr07_G031299",5,19,22,20,68,10,21,49
"PS_chr07_G031300",2125.31,2180.334,1985.2,3074.114,1865.415,1633.131,822.868,1727.892
"PS_chr07_G031301",0,1,0,0,0,1,1,0
"PS_chr07_G031303",1183.001,1194.652,1162.17,1433.225,1699.633,856.734,754.024,1720.37
"PS_chr07_G031304",217,228,233,144,248.774,182.464,118.003,146.153
"PS_chr07_G031306",91.371,45.53,114,57,123.063,52,123.996,80.917
"PS_chr07_G031307",302.931,166.955,27.671,117.481,15.84,173.869,15.606,46.654
"PS_chr07_G031308",62.994,51.21,19.78,35.996,1.366,50.985,3.394,16.449
"PS_chr07_G031309",357.153,182.523,6.338,107.839,5.926,161.151,7,6.595
"PS_chr07_G031310",108.73,102.124,6.211,72.485,9.157,98.501,4,12.984
"PS_chr07_G031311",0,0,0,0,0,0,0,0
"PS_chr07_G031312",17.519,19.188,8,43.45,12.711,22.494,5,7.324
"PS_chr07_G031313",546.708,429.348,109.267,1300.987,64.125,2154.606,59.45,119.467
"PS_chr07_G031314",6.035,0,5.116,16.675,5,6.148,0,3.076
"PS_chr07_G031315",503,475.516,642.001,477,320.998,504,191.047,404
"PS_chr07_G031316",0,0,0,0,0,1,0,0
"PS_chr07_G031317",2018.06,1753.655,2975.174,2356.165,4352.517,1613.185,2238.133,3871.527
"PS_chr07_G031318",0,0,34,2,24,2,3,12
"PS_chr07_G031319",1779.966,2061.887,1530.673,2392.081,1678.075,1476.156,861.58,1740.3
"PS_chr07_G031320",3196.728,2544.156,2843.286,3675.633,4210.974,2430.123,2296.323,3679.192
"PS_chr07_G031321",0,0,0,0,0,0,0,0
"PS_chr07_G031322",15,6,31,6.002,10,9,0,0
"PS_chr07_G031323",40,29,52,33,74.926,24,16,87.019
"PS_chr07_G031324",22,22,211.238,47.163,34,23,22,48
"PS_chr07_G031325",17.076,0.92,1.026,209.44,0,0,0,0
"PS_chr07_G031326",3,0,0,0,0,0,0,0
"PS_chr07_G031327",22.019,2.003,2.026,78.579,0,5.626,0,1
"PS_chr07_G031328",136.942,20.077,23.948,155.793,5,12.374,1,0
"PS_chr07_G031329",0,0,0,0,0,0,0,0
"PS_chr07_G031330",0,0,0,2,0,0,0,0
"PS_chr07_G031331",126.432,149.594,124.937,132.944,218.587,117.223,119.987,186.25
"PS_chr07_G031333",245.864,360.035,454.384,393.068,446.182,294.946,136,478.954
"PS_chr07_G031334",2,5,0,1,1,4,0,0
"PS_chr07_G031335",137,101,23,198.006,30,52,14,45
"PS_chr07_G031336",0,0,0,0,0,0,0,0
"PS_chr07_G031337",2,2,3,0,0,0,0,0
"PS_chr07_G031338",2,0,0,0,0,0,0,0
"PS_chr07_G031339",167.023,165.076,116,96.538,25,193.999,6,2
"PS_chr07_G031340",1222,1685,1020,1294,309,1030,65,490
"PS_chr07_G031341",0,4,4,0,0,1,0,0
"PS_chr07_G031342",304.109,240.085,518.735,437.705,682.965,136,172.081,597.988
"PS_chr07_G031343",345.214,400.998,377.994,257.001,278.019,242,207,356.716
"PS_chr07_G031344",99,104,134,58,260.617,58,152.869,210
"PS_chr07_G031345",625.962,1095.023,127.768,439.21,399.984,25.556,197.041,126.572
"PS_chr07_G031346",166.019,383.955,88.805,409.4,451.809,18.37,94.98,76.149
"PS_chr07_G031347",81,53.507,92,31.025,159.004,59,115,166
"PS_chr07_G031348",0,0,0,0,0,0,0,0
"PS_chr07_G031349",1.003,0,0,0,0,1.002,0,1
"PS_chr07_G031350",1238.634,933.132,1284.331,1526.141,2612.339,964.281,1190.447,2782.25
"PS_chr07_G031352",671.248,379.287,354.11,333.001,601.195,387,263.722,501.619
"PS_chr07_G031353",1276.007,1220.423,3092.389,2012.97,4465.891,1034.848,1515.439,3573.33
"PS_chr07_G031354",2596.826,2215.401,3156.021,2963.262,4374.575,1941.921,2286.533,4783.983
"PS_chr07_G031355",646.071,492,1067.359,1208.133,1342.764,455.465,381,1197.376
"PS_chr07_G031356",2623.628,2156.06,1800.486,2206.422,2319.255,1767.995,1154.755,1749.042
"PS_chr07_G031357",1947.245,1635.098,1028.856,2132.211,1217.584,1628.71,632.881,866.4
"PS_chr07_G031358",1,0,1,0,0,0,0,0
"PS_chr07_G031359",4,0,0,0,0,0,0,0
"PS_chr07_G031360",27.871,13.024,79.434,71.201,0,67.787,0,34.222
"PS_chr07_G031361",48.98,0,20.374,55.855,97.887,39.111,34.475,69.864
"PS_chr07_G031362",10.876,53.74,179.031,41.837,147.336,71.248,130.761,125.245
"PS_chr07_G031363",2837.087,1799.968,5432.398,3528.383,7424.54,2584.578,2236.498,5164.464
"PS_chr07_G031365",72.026,22.011,61.012,54.036,62.028,27.043,19.795,28.012
"PS_chr07_G031366",32,34,57,65,120,55,43,73
"PS_chr07_G031367",1086.074,1014.471,1515.831,1271.114,1695.76,1063.177,941.635,1538.533
"PS_chr07_G031370",0,0,0,0,0,0,0,0
"PS_chr07_G031371",5169.818,3487.19,3934.35,4073.15,6138.772,1964.524,3263.679,5144.648
"PS_chr07_G031372",348,447,296,383.994,391,363.008,187.022,202.289
"PS_chr07_G031373",5.877,7.261,3.636,25.692,47.608,0,50.535,115.794
"PS_chr07_G031374",11.445,17.848,34.905,40.984,58.802,21.797,21.426,143.43
"PS_chr07_G031375",0,0,0,0,0,0,0,0
"PS_chr07_G031376",2,0,10,12,0,0,0,10
"PS_chr07_G031377",3518.941,3475.039,4469.921,4692.461,6928.37,3059.814,3216.723,5960.914
"PS_chr07_G031378",0,1,0,0,0,0,0,0
"PS_chr07_G031379",0,0,0,4,0,0,0,0
"PS_chr07_G031380",8453.616,6315.075,3817.922,7679.664,5210.363,4724.384,2578.176,3835.811
"PS_chr07_G031381",0,0,0,0,0,0,0,0
"PS_chr07_G031382",704.41,567.59,623.556,694.678,795.006,526.307,428.359,633.602
"PS_chr07_G031383",2016.211,1778.227,2618.572,2008.911,2026.538,1404.801,1036.837,2257.934
"PS_chr07_G031384",0,0,1,5.042,0,0,0,0
"PS_chr07_G031385",17,11,8,29,24.015,8.626,34,10
"PS_chr07_G031386",1399.763,1644.057,978.205,1695.417,964.397,915.552,472.069,754.802
"PS_chr07_G031388",0,0,0,0,0,0,0,0
"PS_chr07_G031389",1,0,0,0,0,0,0,0
"PS_chr07_G031390",0,0,0,0,0,0,0,0
"PS_chr07_G031391",0,0,0,0,0,0,0,0
"PS_chr07_G031392",0,0,0,0,0,0,0,0
"PS_chr07_G031393",0,0,0,0,0,0,0,0
"PS_chr07_G031394",0,0,0,0,0,0,0,0
"PS_chr07_G031396",738.001,771.39,737.872,764.359,775.342,531.565,401.392,573.391
"PS_chr07_G031398",0,0,0,0,0,0,0,0
"PS_chr07_G031402",764.082,666.683,685.94,923.517,662.804,450.116,262,480.065
"PS_chr07_G031403",517.93,583,865.308,701.231,1527.465,504,565.926,973.878
"PS_chr07_G031404",0,0,0,0,0,0,0,0
"PS_chr07_G031405",5292.83,4337.922,3945.719,5294.028,5764.919,3532.368,2280.436,4541.041
"PS_chr07_G031406",31,1,12,5.347,0,8,0,0
"PS_chr07_G031407",117.868,9.232,2.067,8.451,7.124,11.567,4.001,5.534
"PS_chr07_G031408",87,5,9,29.653,12,15,2,0
"PS_chr07_G031409",1786.6,217.427,99.378,288.151,162.662,488.345,19.995,31.093
"PS_chr07_G031410",230.448,47.711,46.779,69.452,30.66,72.879,4.315,10.377
"PS_chr07_G031411",738.394,139.964,117.462,59.401,92.072,269.912,10.258,22.623
"PS_chr07_G031412",597.31,153.213,46.989,32.98,40.629,243.59,7.441,10.373
"PS_chr07_G031413",29.694,2.081,1,2.179,0,11.696,0,0
"PS_chr07_G031414",175.14,29.547,50.325,28.005,21.04,28,6,2
"PS_chr07_G031415",54,35,66,31,9,42,0,6.098
"PS_chr07_G031416",134.816,93.003,0,0,11.286,8.678,0,0
"PS_chr07_G031417",40.226,0,0,6.346,11.505,2.17,0,0
"PS_chr07_G031418",1211.665,512.765,11.231,6.937,92.531,100.724,0,0
"PS_chr07_G031419",334.43,166.591,1.437,26.382,12.275,7.623,1.414,0
"PS_chr07_G031420",1095.958,147,110,184.001,17,1138.238,3,5
"PS_chr07_G031421",43,12,27,16,13,7,0,4
"PS_chr07_G031422",25,9,22,26,14,11,7,10
"PS_chr07_G031423",0,0,5,0,0,0,0,0
"PS_chr07_G031424",0,0,0,0,1,0,0,0
"PS_chr07_G031425",48.93,44.997,180.064,231.901,696.432,234.374,145.204,328.679
"PS_chr07_G031426",0,0,0,2.091,46.996,0,0,33.747
"PS_chr07_G031427",79,17,82,9,19,8,8,8
"PS_chr07_G031428",2,0,14,0,2,0,0,0
"PS_chr07_G031429",0,0,2,0,2,0,0,0
"PS_chr07_G031430",34,13,64,11,12,4,1,5
"PS_chr07_G031431",606.586,565,1008.724,1176.187,1138.461,508.13,560.228,1026.152
"PS_chr07_G031432",196.194,192,261.035,379.108,104,73,76,102
"PS_chr07_G031433",199,66,51,119,43,45,32,27
"PS_chr07_G031434",0,0,0,0,0,0,2,3
"PS_chr07_G031435",2251.2,1781.457,1932.929,1569.033,2438.395,1606.493,1561.953,2361.534
"PS_chr07_G031437",3,4,0,6,0,2,1,0
"PS_chr07_G031438",0,0,0,0,0,0,0,0
"PS_chr07_G031439",0,0,0,0,0,0,0,0
"PS_chr07_G031440",990.078,872.207,1114.184,1104.652,1355.438,690.138,579.993,1255.191
"PS_chr07_G031441",14,17,8,11,18,10,13,18
"PS_chr07_G031442",1,1,5,0,0,0,0,1
"PS_chr07_G031443",0,0,0,0,0,0,0,0
"PS_chr07_G031444",1.994,1,0,0,0,0,0,0
"PS_chr07_G031445",6.006,0,1,0,0,0,0,0
"PS_chr07_G031446",0,0,0,0,0,0,0,0
"PS_chr07_G031447",0,0,3,0,0,3,2,0
"PS_chr07_G031448",1406.209,1298,1026.365,700,488.158,866.076,270,881.448
"PS_chr07_G031449",3290.545,2739.236,2672.399,2854.697,3864.863,2263.519,1834.236,2735.849
"PS_chr07_G031450",0,0,1,1,1,2,0,0
"PS_chr07_G031452",0,0,0,0,0,0,0,0
"PS_chr07_G031453",81,22,71.65,56,8,25,1,8
"PS_chr07_G031454",0,0,0,0,0,0,0,0
"PS_chr07_G031455",0,0,0,0,0,0,0,1
"PS_chr07_G031456",1382.082,1158.853,1493.117,1112.149,1997.465,911.11,828.018,2155.863
"PS_chr07_G031457",1,0,6,0,0,4,0,3
"PS_chr07_G031458",0,0,0,0,0,0,0,3
"PS_chr07_G031459",0,2,0,1,3,0,0,2
"PS_chr07_G031460",239,175.995,437.01,319.707,658.928,263.164,319.753,555.658
"PS_chr07_G031461",0,0,0,14,6,4,3,3
"PS_chr07_G031462",2784.221,2021.611,3246.507,3383.731,4473.783,2130.921,1988.527,4352.276
"PS_chr07_G031465",39.134,22.777,39.614,54.423,109.842,127.141,84.562,123.972
"PS_chr07_G031466",22.972,19.969,61.008,54.273,35.141,0,94.309,95.937
"PS_chr07_G031467",139,107,565.949,228.052,991.687,120.012,206.661,399.783
"PS_chr07_G031468",0,0,0,0,0,0,0,0
"PS_chr07_G031469",0,0,41.42,7.921,45.256,0,4.339,6.025
"PS_chr07_G031470",908,578.687,942.21,735.065,1833.214,503.68,1151.995,1466.131
"PS_chr07_G031471",44,19,49.011,30,58.092,25,38,42.163
"PS_chr07_G031473",0,2,1,3,0,0,0,0
"PS_chr07_G031474",16,12,77,6,262.114,25,85.013,183
"PS_chr07_G031475",0,0,1,0,0,0,0,0
"PS_chr07_G031476",1001,748.999,572.247,914.645,623.993,537.941,333.881,412.028
"PS_chr07_G031479",2362.915,2118.263,301.614,3563.256,504.941,1115.405,62.013,28.305
"PS_chr07_G031480",0,0,0,0,3,0,0,0
"PS_chr07_G031481",4.001,4,5,0,0,0,5,0
"PS_chr07_G031482",195.11,86.752,20.848,491.741,36.571,87.989,18.681,31.28
"PS_chr07_G031483",0,0,0,0,0,0,0,0
"PS_chr07_G031484",1595.723,3312.246,913.877,2712.041,327.288,1917.37,186.12,1358.268
"PS_chr07_G031485",0,1,15,4,3,1,1,3
"PS_chr07_G031486",0,0,0,0,0,0,0,0
"PS_chr07_G031487",12,6,1,6,4,0,3,3
"PS_chr07_G031488",1389.097,1153.68,801.012,1404.706,1175.814,789.898,455.23,964.723
"PS_chr07_G031489",0,2.002,1,0,0,3.023,0,0
"PS_chr07_G031490",849.432,750.687,961.542,741.414,1127.279,637.127,523.776,895.194
"PS_chr07_G031492",3660.743,2604.334,1966.898,4140.603,2907.164,2569.144,1182.188,1957.784
"PS_chr07_G031493",465.404,761.132,26.72,741.216,160.129,367.071,75.599,145.246
"PS_chr07_G031494",124,93,63,68,102.926,52,68.688,93
"PS_chr07_G031495",715.034,397.208,1126.837,771.016,1934.804,574.013,578.333,1028.937
"PS_chr07_G031496",2,2,16,10,8,9,1,6
"PS_chr07_G031497",5322.673,5822.336,5328.544,5940.821,5312.627,3471.437,3262.194,5983.195
"PS_chr07_G031499",2615.707,2235.203,2807.984,2519.237,2738.101,1842.474,1609.098,2504.501
"PS_chr07_G031500",897.596,1020.023,578.181,416.001,869,333.11,840.307,1117.242
"PS_chr07_G031501",24.032,17.039,33,23,36,9.031,30,33.072
"PS_chr07_G031502",77,103,120,92.016,83.008,45,86.001,134
"PS_chr07_G031503",3110,2461.146,2471.648,2484.392,3888.019,2306.739,1540.597,3066.685
"PS_chr07_G031504",0,0,1,0,1,0,0,0
"PS_chr07_G031505",0,0,0,0,0,0,0,0
"PS_chr07_G031506",14.455,12.152,28.303,46.343,51.055,7.408,11.356,43.176
"PS_chr07_G031507",326,272,124.163,427.015,196.711,420,242,304.683
"PS_chr07_G031508",67.512,8.044,19.97,16.26,113.637,58.007,45.752,123.401
"PS_chr07_G031509",0,0,0,0,0,0,0,0
"PS_chr07_G031510",939.435,1086.932,800.012,1146.482,1098.143,697.405,582.304,912.048
"PS_chr07_G031512",0,0,0,0,0,0,0,0
"PS_chr07_G031513",0,0,0,0,0,0,0,0
"PS_chr07_G031514",1835.682,1670.515,2238.728,2112.53,2430.818,1521.638,1813.037,2211.051
"PS_chr07_G031515",57,62,52.228,82,70,81.984,34,82
"PS_chr07_G031516",8225.144,7159.32,4860.841,9936.762,5509.044,4584.679,2148.976,5678.899
"PS_chr07_G031517",646.018,657,705.002,839.265,1096.364,497.173,636.515,958.906
"PS_chr07_G031519",723.481,433.566,1442.322,1094.38,2279.505,315.998,1623.505,2283.204
"PS_chr07_G031520",0,0,0,0,1,0,0,0
"PS_chr07_G031521",251.236,327.907,331,368.219,424,226.507,221,348.137
"PS_chr07_G031522",0,0,0,1,4,1,0,8
"PS_chr07_G031523",0,0,0,0,0,0,0,0
"PS_chr07_G031524",0,0,0,1,0,1,0,0
"PS_chr07_G031525",3,0,1,6,5,0,1,4
"PS_chr07_G031526",0,0,0,0,0,0,0,0
"PS_chr07_G031527",973.181,909.324,1584.587,1173.611,2685.241,798.929,1415.883,2289.182
"PS_chr07_G031528",0,0,0,0,1,0,0,0
"PS_chr07_G031529",1267.984,1177.063,1507.399,1754.336,2362.289,1101.839,768.426,1678.806
"PS_chr07_G031531",636.132,463.172,368,401.387,597.251,450.467,374,552.182
"PS_chr07_G031532",1,1,0,2,0,0,1,0
"PS_chr07_G031533",8,1,8,1,2,0,7,7
"PS_chr07_G031534",0,1,13,1,6,1,1,2
"PS_chr07_G031535",17,9,0,15,1,24,1,2
"PS_chr07_G031536",3620.713,3039.573,3255.55,5346.979,3432.011,3673.11,1559.915,2549.633
"PS_chr07_G031537",0,0,0,0,0,0,0,0
"PS_chr07_G031538",0,0,0,0,0,0,0,0
"PS_chr07_G031539",0,0,0,0,0,0,0,0
"PS_chr07_G031540",0,0,0,0,0,0,0,0
"PS_chr07_G031541",0,0,0,0,0,0,0,0
"PS_chr07_G031542",0,0,0,0,0,0,0,0
"PS_chr07_G031543",0,6,11,0,0,0,0,0
"PS_chr07_G031544",0,0,0,0,0,0,0,0
"PS_chr07_G031545",0,0,0,0,0,0,0,0
"PS_chr07_G031546",0,0,0,0,0,0,0,0
"PS_chr07_G031547",0,0,2,1,14.764,0,7,9
"PS_chr07_G031548",0,0,0,0,0,0,0,0
"PS_chr07_G031549",882.339,684.381,1903.846,1137.066,3408.058,863.825,1731.928,1958.2
"PS_chr07_G031550",1222.46,1110.963,1443.585,1310.001,1753.489,981.41,714.222,1015.671
"PS_chr07_G031552",2595.791,2327.355,2288.928,2438.261,3903.537,1933.898,1775.777,2876.277
"PS_chr07_G031554",2292.36,2283.894,2352.545,2460.31,3458.123,1910.513,1971.575,2904.571
"PS_chr07_G031555",0,0,0,0,0,0,0,0
"PS_chr07_G031557",469.143,566.985,624.44,637.534,892.878,396,553.08,1009.123
"PS_chr07_G031558",1,1,0,0,4,0,2,1
"PS_chr07_G031559",0,0,0,1,2,0,5,4
"PS_chr07_G031560",26,5,12,19,26,0,2,23
"PS_chr07_G031562",645.97,415.537,1158.846,537.503,1671.88,508,794.448,1215.803
"PS_chr07_G031563",0,0,0,0,0,0,0,0
"PS_chr07_G031564",4179.468,2436.969,4204.083,4383.733,4536.683,2227.028,1538.352,4290.16
"PS_chr07_G031565",758,678.726,566.164,660.43,653.2,486.235,399.109,701.912
"PS_chr07_G031566",0,0,0,0,0,0,0,0
"PS_chr07_G031567",2025.816,1713.959,1901.397,1793.01,3043.038,1596.619,2034.439,4030.253
"PS_chr07_G031568",0,0,0,0,0,0,0,0
"PS_chr07_G031569",7045.53,8634.996,6870.78,9144.676,6920.076,8922.288,6231.176,9098.017
"PS_chr07_G031570",47,47,44.012,56,143.145,87.621,49.074,110
"PS_chr07_G031571",681.335,485.353,860.5,818.552,1121.837,427,460.243,831.227
"PS_chr07_G031573",392,341.154,317.997,546.337,335.289,332.01,170.055,322.077
"PS_chr07_G031577",4.108,0,0,0,0,35.735,7,0
"PS_chr07_G031578",0,0,0,0,0,0,0,0
"PS_chr07_G031579",68.006,110,99.424,137,164.867,108.159,73.046,120.874
"PS_chr07_G031580",177.821,243.691,331.806,208.539,210.216,53.794,89.948,124.701
"PS_chr07_G031581",349.179,245.553,577.719,306.871,521.476,161.084,84.235,404.449
"PS_chr07_G031582",461.401,469.877,291.105,456.974,365.251,352.729,153,354.104
"PS_chr07_G031583",1292.748,1422.559,1473.919,1999.182,1820.982,1012.437,1060.163,1968.664
"PS_chr07_G031584",1000.21,937.046,882.492,1069.943,1166.106,654.098,530.496,1186.065
"PS_chr07_G031585",603.536,653.406,643.836,725.299,780.913,477.833,467.434,688.068
"PS_chr07_G031586",445,282,385.979,321.244,527.138,343.796,329.464,572.951
"PS_chr07_G031587",546,319,611.995,744.09,1010.256,506.235,458.783,844.771
"PS_chr07_G031588",298.019,219.018,311,281.084,552.456,303,298.523,511.155
"PS_chr07_G031591",12649.252,12722.089,8027.488,11870.99,10305.832,8737.007,4134.985,7529.966
"PS_chr07_G031592",0,0,0,0,3,0,0,0
"PS_chr07_G031595",4037.98,3145.336,4207.569,4683.911,5784.349,2829.288,2435.492,4894.176
"PS_chr07_G031596",0,0,0,0,3,0,0,4
"PS_chr07_G031599",185.835,375.604,186.451,64.168,155.004,95.919,201.215,56.669
"PS_chr07_G031600",633,585.728,535.274,804.986,854.587,445,434.999,881.029
"PS_chr07_G031601",0,1,1,7,15,5,5,2
"PS_chr07_G031602",598,466.065,695.933,589.061,1105.632,425,546.079,1018.519
"PS_chr07_G031603",1,0,0,0,0,0,0,0
"PS_chr07_G031604",0,0,0,0,0,0,0,0
"PS_chr07_G031605",497.517,510.148,412.76,693.268,758.953,483.991,242.172,687.013
"PS_chr07_G031607",29,15,37,27,63,19,23,39
"PS_chr07_G031608",583.141,605.035,564.897,631.911,893.719,387.475,364.291,648.48
"PS_chr07_G031609",713.749,732.512,987.805,790.561,2016.211,694.02,806.175,1465.297
"PS_chr07_G031610",200,150,238.179,180.986,474.168,145,332.639,472.044
"PS_chr07_G031611",0,0,0,0,0,0,0,0
"PS_chr07_G031612",256.219,206.992,409.053,281.9,541.855,228.879,206.303,467.13
"PS_chr07_G031613",0,0,0,0,0,0,0,3
"PS_chr07_G031614",0,0,0,0,0,0,0,0
"PS_chr07_G031615",22,7,17,6,1,2,0,6
"PS_chr07_G031616",1,11,83,69,14,2,1157.99,600.964
"PS_chr07_G031617",0,0,0,0,0,0,0,0
"PS_chr07_G031618",1610.034,1819.236,759.209,1940.941,1157.452,1325.808,704.133,933.315
"PS_chr07_G031620",0,6,16,1,2,0,0,2
"PS_chr07_G031621",1785.639,1590.186,1345.028,2000.861,1600.739,1397.253,789.651,1584.048
"PS_chr07_G031622",621.874,647.319,904.979,703.147,1235.712,502,617.118,886.004
"PS_chr07_G031623",70.772,51.794,60,22.646,300.171,35,3,2
"PS_chr07_G031624",7.228,8.206,0,6.354,11.858,0,0,0
"PS_chr07_G031627",359,253.994,392.473,564.018,422.97,340,295.182,561.085
