PS_chr01_G000001.mRNA.3	PS_chr01_G000001
PS_chr05_G022864.mRNA.1	PS_chr05_G022864
PS_chr05_G022866.mRNA.1	PS_chr05_G022866
PS_chr05_G022868.mRNA.1	PS_chr05_G022868
PS_chr05_G022869.mRNA.1	PS_chr05_G022869
PS_chr05_G022870.mRNA.3	PS_chr05_G022870
PS_chr05_G022872.mRNA.1	PS_chr05_G022872
PS_chr05_G022873.mRNA.1	PS_chr05_G022873
PS_chr05_G022874.mRNA.1	PS_chr05_G022874
PS_chr05_G022875.mRNA.1	PS_chr05_G022875
PS_chr05_G022878.mRNA.1	PS_chr05_G022878
PS_chr05_G022881.mRNA.1	PS_chr05_G022881
PS_chr05_G022882.mRNA.1	PS_chr05_G022882
PS_chr05_G022883.mRNA.2	PS_chr05_G022883
PS_chr05_G022885.mRNA.1	PS_chr05_G022885
PS_chr05_G022886.mRNA.2	PS_chr05_G022886
PS_chr05_G022888.mRNA.5	PS_chr05_G022888
PS_chr05_G022889.mRNA.1	PS_chr05_G022889
PS_chr05_G022890.mRNA.1	PS_chr05_G022890
PS_chr05_G022891.mRNA.1	PS_chr05_G022891
PS_chr05_G022892.mRNA.1	PS_chr05_G022892
PS_chr05_G022893.mRNA.1	PS_chr05_G022893
PS_chr05_G022894.mRNA.1	PS_chr05_G022894
PS_chr05_G022895.mRNA.2	PS_chr05_G022895
PS_chr05_G022896.mRNA.1	PS_chr05_G022896
PS_chr05_G022898.mRNA.1	PS_chr05_G022898
PS_chr05_G022899.mRNA.1	PS_chr05_G022899
PS_chr05_G022900.mRNA.1	PS_chr05_G022900
PS_chr05_G022901.mRNA.1	PS_chr05_G022901
PS_chr05_G022902.mRNA.1	PS_chr05_G022902
PS_chr05_G022903.mRNA.1	PS_chr05_G022903
PS_chr05_G022905.mRNA.3	PS_chr05_G022905
PS_chr05_G022906.mRNA.5	PS_chr05_G022906
PS_chr05_G022907.mRNA.1	PS_chr05_G022907
PS_chr05_G022908.mRNA.1	PS_chr05_G022908
PS_chr05_G022909.mRNA.1	PS_chr05_G022909
PS_chr05_G022913.mRNA.1	PS_chr05_G022913
PS_chr05_G022914.mRNA.1	PS_chr05_G022914
PS_chr05_G022915.mRNA.1	PS_chr05_G022915
PS_chr05_G022916.mRNA.1	PS_chr05_G022916
PS_chr05_G022917.mRNA.3	PS_chr05_G022917
PS_chr05_G022918.mRNA.1	PS_chr05_G022918
PS_chr05_G022919.mRNA.2	PS_chr05_G022919
PS_chr05_G022922.mRNA.1	PS_chr05_G022922
PS_chr05_G022923.mRNA.19	PS_chr05_G022923
PS_chr05_G022926.mRNA.3	PS_chr05_G022926
PS_chr05_G022928.mRNA.6	PS_chr05_G022928
PS_chr05_G022929.mRNA.1	PS_chr05_G022929
PS_chr05_G022932.mRNA.1	PS_chr05_G022932
PS_chr05_G022934.mRNA.1	PS_chr05_G022934
PS_chr05_G022935.mRNA.1	PS_chr05_G022935
PS_chr05_G022937.mRNA.1	PS_chr05_G022937
PS_chr05_G022938.mRNA.2	PS_chr05_G022938
PS_chr05_G022940.mRNA.2	PS_chr05_G022940
PS_chr05_G022941.mRNA.1	PS_chr05_G022941
PS_chr05_G022942.mRNA.1	PS_chr05_G022942
PS_chr05_G022943.mRNA.1	PS_chr05_G022943
PS_chr05_G022944.mRNA.1	PS_chr05_G022944
PS_chr05_G022945.mRNA.3	PS_chr05_G022945
PS_chr05_G022946.mRNA.1	PS_chr05_G022946
PS_chr05_G022947.mRNA.1	PS_chr05_G022947
PS_chr05_G022948.mRNA.1	PS_chr05_G022948
PS_chr05_G022949.mRNA.1	PS_chr05_G022949
PS_chr05_G022950.mRNA.1	PS_chr05_G022950
PS_chr05_G022951.mRNA.1	PS_chr05_G022951
PS_chr05_G022952.mRNA.1	PS_chr05_G022952
PS_chr05_G022953.mRNA.1	PS_chr05_G022953
PS_chr05_G022954.mRNA.1	PS_chr05_G022954
PS_chr05_G022955.mRNA.1	PS_chr05_G022955
PS_chr05_G022958.mRNA.1	PS_chr05_G022958
PS_chr05_G022959.mRNA.1	PS_chr05_G022959
PS_chr05_G022960.mRNA.1	PS_chr05_G022960
PS_chr05_G022961.mRNA.1	PS_chr05_G022961
PS_chr05_G022962.mRNA.1	PS_chr05_G022962
PS_chr05_G022963.mRNA.1	PS_chr05_G022963
PS_chr05_G022964.mRNA.1	PS_chr05_G022964
PS_chr05_G022965.mRNA.1	PS_chr05_G022965
PS_chr05_G022966.mRNA.2	PS_chr05_G022966
PS_chr05_G022967.mRNA.1	PS_chr05_G022967
PS_chr05_G022968.mRNA.2	PS_chr05_G022968
PS_chr05_G022969.mRNA.1	PS_chr05_G022969
PS_chr05_G022970.mRNA.7	PS_chr05_G022970
PS_chr05_G022971.mRNA.3	PS_chr05_G022971
PS_chr05_G022972.mRNA.1	PS_chr05_G022972
PS_chr05_G022973.mRNA.1	PS_chr05_G022973
PS_chr05_G022974.mRNA.1	PS_chr05_G022974
PS_chr05_G022975.mRNA.1	PS_chr05_G022975
PS_chr05_G022976.mRNA.1	PS_chr05_G022976
PS_chr05_G022977.mRNA.2	PS_chr05_G022977
PS_chr05_G022978.mRNA.4	PS_chr05_G022978
PS_chr05_G022979.mRNA.2	PS_chr05_G022979
PS_chr05_G022981.mRNA.1	PS_chr05_G022981
PS_chr05_G022987.mRNA.1	PS_chr05_G022987
PS_chr05_G022989.mRNA.1	PS_chr05_G022989
PS_chr05_G022990.mRNA.1	PS_chr05_G022990
PS_chr05_G022991.mRNA.1	PS_chr05_G022991
PS_chr05_G022996.mRNA.1	PS_chr05_G022996
PS_chr05_G022997.mRNA.1	PS_chr05_G022997
PS_chr05_G022999.mRNA.3	PS_chr05_G022999
PS_chr05_G023000.mRNA.1	PS_chr05_G023000
PS_chr05_G023001.mRNA.1	PS_chr05_G023001
PS_chr05_G023003.mRNA.1	PS_chr05_G023003
PS_chr05_G023004.mRNA.1	PS_chr05_G023004
PS_chr05_G023005.mRNA.3	PS_chr05_G023005
PS_chr05_G023006.mRNA.1	PS_chr05_G023006
PS_chr05_G023007.mRNA.1	PS_chr05_G023007
PS_chr05_G023008.mRNA.1	PS_chr05_G023008
PS_chr05_G023010.mRNA.1	PS_chr05_G023010
PS_chr05_G023011.mRNA.1	PS_chr05_G023011
PS_chr05_G023012.mRNA.3	PS_chr05_G023012
PS_chr05_G023013.mRNA.1	PS_chr05_G023013
PS_chr05_G023014.mRNA.2	PS_chr05_G023014
PS_chr05_G023015.mRNA.1	PS_chr05_G023015
PS_chr05_G023016.mRNA.1	PS_chr05_G023016
PS_chr05_G023020.mRNA.1	PS_chr05_G023020
PS_chr05_G023022.mRNA.1	PS_chr05_G023022
PS_chr05_G023023.mRNA.1	PS_chr05_G023023
PS_chr05_G023024.mRNA.1	PS_chr05_G023024
PS_chr05_G023025.mRNA.1	PS_chr05_G023025
PS_chr05_G023027.mRNA.1	PS_chr05_G023027
PS_chr05_G023028.mRNA.1	PS_chr05_G023028
PS_chr05_G023029.mRNA.1	PS_chr05_G023029
PS_chr05_G023030.mRNA.1	PS_chr05_G023030
PS_chr05_G023026.mRNA.7	PS_chr05_G023026
PS_chr05_G023031.mRNA.1	PS_chr05_G023031
PS_chr05_G023032.mRNA.1	PS_chr05_G023032
PS_chr05_G023033.mRNA.1	PS_chr05_G023033
PS_chr05_G023034.mRNA.3	PS_chr05_G023034
PS_chr05_G023035.mRNA.1	PS_chr05_G023035
PS_chr05_G023036.mRNA.1	PS_chr05_G023036
PS_chr05_G023037.mRNA.1	PS_chr05_G023037
PS_chr05_G023038.mRNA.2	PS_chr05_G023038
PS_chr05_G023039.mRNA.3	PS_chr05_G023039
PS_chr05_G023043.mRNA.1	PS_chr05_G023043
PS_chr05_G023045.mRNA.2	PS_chr05_G023045
PS_chr05_G023046.mRNA.2	PS_chr05_G023046
PS_chr05_G023048.mRNA.6	PS_chr05_G023048
PS_chr05_G023050.mRNA.1	PS_chr05_G023050
PS_chr05_G023052.mRNA.1	PS_chr05_G023052
PS_chr05_G023053.mRNA.1	PS_chr05_G023053
PS_chr05_G023054.mRNA.1	PS_chr05_G023054
PS_chr05_G023056.mRNA.1	PS_chr05_G023056
PS_chr05_G023057.mRNA.1	PS_chr05_G023057
PS_chr05_G023058.mRNA.1	PS_chr05_G023058
PS_chr05_G023059.mRNA.1	PS_chr05_G023059
PS_chr05_G023060.mRNA.2	PS_chr05_G023060
PS_chr05_G023061.mRNA.1	PS_chr05_G023061
PS_chr05_G023062.mRNA.2	PS_chr05_G023062
PS_chr05_G023063.mRNA.2	PS_chr05_G023063
PS_chr05_G023065.mRNA.1	PS_chr05_G023065
PS_chr05_G023066.mRNA.1	PS_chr05_G023066
PS_chr05_G023067.mRNA.2	PS_chr05_G023067
PS_chr05_G023068.mRNA.1	PS_chr05_G023068
PS_chr05_G023069.mRNA.1	PS_chr05_G023069
PS_chr05_G023070.mRNA.1	PS_chr05_G023070
PS_chr05_G023071.mRNA.1	PS_chr05_G023071
PS_chr05_G023072.mRNA.1	PS_chr05_G023072
PS_chr05_G023074.mRNA.1	PS_chr05_G023074
PS_chr05_G023075.mRNA.1	PS_chr05_G023075
PS_chr05_G023076.mRNA.1	PS_chr05_G023076
PS_chr05_G023077.mRNA.1	PS_chr05_G023077
PS_chr05_G023078.mRNA.1	PS_chr05_G023078
PS_chr05_G023079.mRNA.1	PS_chr05_G023079
PS_chr05_G023080.mRNA.1	PS_chr05_G023080
PS_chr05_G023081.mRNA.1	PS_chr05_G023081
PS_chr05_G023082.mRNA.1	PS_chr05_G023082
PS_chr05_G023083.mRNA.1	PS_chr05_G023083
PS_chr05_G023084.mRNA.1	PS_chr05_G023084
PS_chr05_G023085.mRNA.1	PS_chr05_G023085
PS_chr05_G023086.mRNA.1	PS_chr05_G023086
PS_chr05_G023087.mRNA.1	PS_chr05_G023087
PS_chr05_G023088.mRNA.1	PS_chr05_G023088
PS_chr05_G023089.mRNA.1	PS_chr05_G023089
PS_chr05_G023090.mRNA.1	PS_chr05_G023090
PS_chr05_G023091.mRNA.1	PS_chr05_G023091
PS_chr05_G023093.mRNA.1	PS_chr05_G023093
PS_chr05_G023096.mRNA.4	PS_chr05_G023096
PS_chr05_G023098.mRNA.1	PS_chr05_G023098
PS_chr05_G023099.mRNA.1	PS_chr05_G023099
PS_chr05_G023100.mRNA.1	PS_chr05_G023100
PS_chr05_G023101.mRNA.1	PS_chr05_G023101
PS_chr05_G023102.mRNA.1	PS_chr05_G023102
PS_chr05_G023103.mRNA.1	PS_chr05_G023103
PS_chr05_G023104.mRNA.1	PS_chr05_G023104
PS_chr05_G023105.mRNA.1	PS_chr05_G023105
PS_chr05_G023106.mRNA.1	PS_chr05_G023106
PS_chr05_G023108.mRNA.1	PS_chr05_G023108
PS_chr05_G023109.mRNA.1	PS_chr05_G023109
PS_chr05_G023110.mRNA.1	PS_chr05_G023110
PS_chr05_G023111.mRNA.3	PS_chr05_G023111
PS_chr05_G023113.mRNA.1	PS_chr05_G023113
PS_chr05_G023115.mRNA.4	PS_chr05_G023115
PS_chr05_G023116.mRNA.1	PS_chr05_G023116
PS_chr05_G023117.mRNA.1	PS_chr05_G023117
PS_chr05_G023118.mRNA.2	PS_chr05_G023118
PS_chr05_G023119.mRNA.1	PS_chr05_G023119
PS_chr05_G023120.mRNA.1	PS_chr05_G023120
PS_chr05_G023121.mRNA.1	PS_chr05_G023121
PS_chr05_G023122.mRNA.1	PS_chr05_G023122
PS_chr05_G023123.mRNA.2	PS_chr05_G023123
PS_chr05_G023124.mRNA.1	PS_chr05_G023124
PS_chr05_G023125.mRNA.1	PS_chr05_G023125
PS_chr05_G023126.mRNA.1	PS_chr05_G023126
PS_chr05_G023127.mRNA.1	PS_chr05_G023127
PS_chr05_G023128.mRNA.1	PS_chr05_G023128
PS_chr05_G023129.mRNA.1	PS_chr05_G023129
PS_chr05_G023130.mRNA.3	PS_chr05_G023130
PS_chr05_G023131.mRNA.1	PS_chr05_G023131
PS_chr05_G023132.mRNA.1	PS_chr05_G023132
PS_chr05_G023133.mRNA.2	PS_chr05_G023133
PS_chr05_G023134.mRNA.1	PS_chr05_G023134
PS_chr05_G023135.mRNA.1	PS_chr05_G023135
PS_chr05_G023136.mRNA.1	PS_chr05_G023136
PS_chr05_G023137.mRNA.1	PS_chr05_G023137
PS_chr05_G023138.mRNA.1	PS_chr05_G023138
PS_chr05_G023139.mRNA.1	PS_chr05_G023139
PS_chr05_G023140.mRNA.1	PS_chr05_G023140
PS_chr05_G023141.mRNA.1	PS_chr05_G023141
PS_chr05_G023142.mRNA.1	PS_chr05_G023142
PS_chr05_G023143.mRNA.1	PS_chr05_G023143
PS_chr05_G023144.mRNA.3	PS_chr05_G023144
PS_chr05_G023145.mRNA.1	PS_chr05_G023145
PS_chr05_G023146.mRNA.2	PS_chr05_G023146
PS_chr05_G023147.mRNA.1	PS_chr05_G023147
PS_chr05_G023148.mRNA.8	PS_chr05_G023148
PS_chr05_G023149.mRNA.1	PS_chr05_G023149
PS_chr05_G023150.mRNA.1	PS_chr05_G023150
PS_chr05_G023151.mRNA.1	PS_chr05_G023151
PS_chr05_G023152.mRNA.1	PS_chr05_G023152
PS_chr05_G023153.mRNA.2	PS_chr05_G023153
PS_chr05_G023154.mRNA.1	PS_chr05_G023154
PS_chr05_G023155.mRNA.5	PS_chr05_G023155
PS_chr05_G023156.mRNA.1	PS_chr05_G023156
PS_chr05_G023157.mRNA.1	PS_chr05_G023157
PS_chr05_G023158.mRNA.1	PS_chr05_G023158
PS_chr05_G023159.mRNA.1	PS_chr05_G023159
PS_chr05_G023160.mRNA.1	PS_chr05_G023160
PS_chr05_G023161.mRNA.1	PS_chr05_G023161
PS_chr05_G023163.mRNA.1	PS_chr05_G023163
PS_chr05_G023164.mRNA.1	PS_chr05_G023164
PS_chr05_G023165.mRNA.1	PS_chr05_G023165
PS_chr05_G023166.mRNA.1	PS_chr05_G023166
PS_chr05_G023167.mRNA.1	PS_chr05_G023167
PS_chr05_G023168.mRNA.1	PS_chr05_G023168
PS_chr05_G023169.mRNA.1	PS_chr05_G023169
PS_chr05_G023170.mRNA.1	PS_chr05_G023170
PS_chr05_G023172.mRNA.1	PS_chr05_G023172
PS_chr05_G023173.mRNA.5	PS_chr05_G023173
PS_chr05_G023174.mRNA.1	PS_chr05_G023174
PS_chr05_G023175.mRNA.2	PS_chr05_G023175
PS_chr05_G023179.mRNA.1	PS_chr05_G023179
PS_chr05_G023180.mRNA.2	PS_chr05_G023180
PS_chr05_G023181.mRNA.1	PS_chr05_G023181
PS_chr05_G023182.mRNA.1	PS_chr05_G023182
PS_chr05_G023183.mRNA.1	PS_chr05_G023183
PS_chr05_G023186.mRNA.1	PS_chr05_G023186
PS_chr05_G023187.mRNA.5	PS_chr05_G023187
PS_chr05_G023188.mRNA.4	PS_chr05_G023188
PS_chr05_G023189.mRNA.1	PS_chr05_G023189
PS_chr05_G023190.mRNA.2	PS_chr05_G023190
PS_chr05_G023191.mRNA.1	PS_chr05_G023191
PS_chr05_G023194.mRNA.1	PS_chr05_G023194
PS_chr05_G023196.mRNA.1	PS_chr05_G023196
PS_chr05_G023197.mRNA.1	PS_chr05_G023197
PS_chr05_G023198.mRNA.1	PS_chr05_G023198
PS_chr05_G023200.mRNA.4	PS_chr05_G023200
PS_chr05_G023201.mRNA.1	PS_chr05_G023201
PS_chr05_G023202.mRNA.2	PS_chr05_G023202
PS_chr05_G023203.mRNA.1	PS_chr05_G023203
PS_chr05_G023204.mRNA.1	PS_chr05_G023204
PS_chr05_G023205.mRNA.1	PS_chr05_G023205
PS_chr05_G023206.mRNA.1	PS_chr05_G023206
PS_chr05_G023207.mRNA.1	PS_chr05_G023207
PS_chr05_G023208.mRNA.1	PS_chr05_G023208
PS_chr05_G023209.mRNA.1	PS_chr05_G023209
PS_chr05_G023210.mRNA.3	PS_chr05_G023210
PS_chr05_G023214.mRNA.1	PS_chr05_G023214
PS_chr05_G023213.mRNA.5	PS_chr05_G023213
PS_chr05_G023215.mRNA.1	PS_chr05_G023215
PS_chr05_G023216.mRNA.4	PS_chr05_G023216
PS_chr05_G023218.mRNA.1	PS_chr05_G023218
PS_chr05_G023219.mRNA.4	PS_chr05_G023219
PS_chr05_G023220.mRNA.1	PS_chr05_G023220
PS_chr05_G023221.mRNA.1	PS_chr05_G023221
PS_chr05_G023222.mRNA.1	PS_chr05_G023222
PS_chr05_G023223.mRNA.1	PS_chr05_G023223
PS_chr05_G023224.mRNA.1	PS_chr05_G023224
PS_chr05_G023225.mRNA.1	PS_chr05_G023225
PS_chr05_G023226.mRNA.1	PS_chr05_G023226
PS_chr05_G023227.mRNA.1	PS_chr05_G023227
PS_chr05_G023229.mRNA.3	PS_chr05_G023229
PS_chr05_G023231.mRNA.1	PS_chr05_G023231
PS_chr05_G023233.mRNA.1	PS_chr05_G023233
PS_chr05_G023235.mRNA.1	PS_chr05_G023235
PS_chr05_G023234.mRNA.18	PS_chr05_G023234
PS_chr05_G023236.mRNA.1	PS_chr05_G023236
PS_chr05_G023237.mRNA.3	PS_chr05_G023237
PS_chr05_G023238.mRNA.1	PS_chr05_G023238
PS_chr05_G023239.mRNA.1	PS_chr05_G023239
PS_chr05_G023240.mRNA.1	PS_chr05_G023240
PS_chr05_G023241.mRNA.1	PS_chr05_G023241
PS_chr05_G023242.mRNA.1	PS_chr05_G023242
PS_chr05_G023245.mRNA.1	PS_chr05_G023245
PS_chr05_G023246.mRNA.1	PS_chr05_G023246
PS_chr05_G023247.mRNA.5	PS_chr05_G023247
PS_chr05_G023249.mRNA.1	PS_chr05_G023249
PS_chr05_G023250.mRNA.2	PS_chr05_G023250
PS_chr05_G023251.mRNA.1	PS_chr05_G023251
PS_chr05_G023252.mRNA.1	PS_chr05_G023252
PS_chr05_G023253.mRNA.2	PS_chr05_G023253
PS_chr05_G023254.mRNA.2	PS_chr05_G023254
PS_chr05_G023255.mRNA.1	PS_chr05_G023255
PS_chr05_G023256.mRNA.1	PS_chr05_G023256
PS_chr05_G023257.mRNA.1	PS_chr05_G023257
PS_chr05_G023258.mRNA.1	PS_chr05_G023258
PS_chr05_G023259.mRNA.1	PS_chr05_G023259
PS_chr05_G023260.mRNA.1	PS_chr05_G023260
PS_chr05_G023261.mRNA.1	PS_chr05_G023261
PS_chr05_G023262.mRNA.1	PS_chr05_G023262
PS_chr05_G023263.mRNA.1	PS_chr05_G023263
PS_chr05_G023264.mRNA.1	PS_chr05_G023264
PS_chr05_G023265.mRNA.1	PS_chr05_G023265
PS_chr05_G023266.mRNA.1	PS_chr05_G023266
PS_chr05_G023267.mRNA.1	PS_chr05_G023267
PS_chr05_G023268.mRNA.1	PS_chr05_G023268
PS_chr05_G023269.mRNA.1	PS_chr05_G023269
PS_chr05_G023270.mRNA.1	PS_chr05_G023270
PS_chr05_G023271.mRNA.1	PS_chr05_G023271
PS_chr05_G023272.mRNA.1	PS_chr05_G023272
PS_chr05_G023273.mRNA.1	PS_chr05_G023273
PS_chr05_G023274.mRNA.1	PS_chr05_G023274
PS_chr05_G023275.mRNA.1	PS_chr05_G023275
PS_chr05_G023276.mRNA.1	PS_chr05_G023276
PS_chr05_G023278.mRNA.1	PS_chr05_G023278
PS_chr05_G023279.mRNA.1	PS_chr05_G023279
PS_chr05_G023280.mRNA.1	PS_chr05_G023280
PS_chr05_G023281.mRNA.1	PS_chr05_G023281
PS_chr05_G023282.mRNA.1	PS_chr05_G023282
PS_chr05_G023283.mRNA.1	PS_chr05_G023283
PS_chr05_G023284.mRNA.1	PS_chr05_G023284
PS_chr05_G023285.mRNA.1	PS_chr05_G023285
PS_chr05_G023286.mRNA.1	PS_chr05_G023286
PS_chr05_G023287.mRNA.1	PS_chr05_G023287
PS_chr05_G023288.mRNA.6	PS_chr05_G023288
PS_chr05_G023290.mRNA.1	PS_chr05_G023290
PS_chr05_G023291.mRNA.1	PS_chr05_G023291
PS_chr05_G023292.mRNA.3	PS_chr05_G023292
PS_chr05_G023293.mRNA.1	PS_chr05_G023293
PS_chr05_G023294.mRNA.1	PS_chr05_G023294
PS_chr05_G023298.mRNA.1	PS_chr05_G023298
PS_chr05_G023301.mRNA.2	PS_chr05_G023301
PS_chr05_G023307.mRNA.4	PS_chr05_G023307
PS_chr05_G023308.mRNA.3	PS_chr05_G023308
PS_chr05_G023309.mRNA.1	PS_chr05_G023309
PS_chr05_G023310.mRNA.1	PS_chr05_G023310
PS_chr05_G023311.mRNA.1	PS_chr05_G023311
PS_chr05_G023313.mRNA.2	PS_chr05_G023313
PS_chr05_G023314.mRNA.1	PS_chr05_G023314
PS_chr05_G023315.mRNA.1	PS_chr05_G023315
PS_chr05_G023316.mRNA.1	PS_chr05_G023316
PS_chr05_G023319.mRNA.1	PS_chr05_G023319
PS_chr05_G023320.mRNA.2	PS_chr05_G023320
PS_chr05_G023321.mRNA.1	PS_chr05_G023321
PS_chr05_G023322.mRNA.1	PS_chr05_G023322
PS_chr05_G023323.mRNA.1	PS_chr05_G023323
PS_chr05_G023325.mRNA.1	PS_chr05_G023325
PS_chr05_G023326.mRNA.1	PS_chr05_G023326
PS_chr05_G023327.mRNA.1	PS_chr05_G023327
PS_chr05_G023328.mRNA.1	PS_chr05_G023328
PS_chr05_G023331.mRNA.5	PS_chr05_G023331
PS_chr05_G023335.mRNA.1	PS_chr05_G023335
PS_chr05_G023336.mRNA.1	PS_chr05_G023336
PS_chr05_G023337.mRNA.1	PS_chr05_G023337
PS_chr05_G023339.mRNA.3	PS_chr05_G023339
PS_chr05_G023341.mRNA.1	PS_chr05_G023341
PS_chr05_G023342.mRNA.1	PS_chr05_G023342
PS_chr05_G023343.mRNA.2	PS_chr05_G023343
PS_chr05_G023345.mRNA.1	PS_chr05_G023345
PS_chr05_G023346.mRNA.1	PS_chr05_G023346
PS_chr05_G023347.mRNA.1	PS_chr05_G023347
PS_chr05_G023348.mRNA.1	PS_chr05_G023348
PS_chr05_G023349.mRNA.1	PS_chr05_G023349
PS_chr05_G023350.mRNA.2	PS_chr05_G023350
PS_chr05_G023351.mRNA.1	PS_chr05_G023351
PS_chr05_G023352.mRNA.1	PS_chr05_G023352
PS_chr05_G023353.mRNA.1	PS_chr05_G023353
PS_chr05_G023354.mRNA.1	PS_chr05_G023354
PS_chr05_G023355.mRNA.4	PS_chr05_G023355
PS_chr05_G023356.mRNA.1	PS_chr05_G023356
PS_chr05_G023357.mRNA.1	PS_chr05_G023357
PS_chr05_G023358.mRNA.1	PS_chr05_G023358
PS_chr05_G023359.mRNA.2	PS_chr05_G023359
PS_chr05_G023360.mRNA.1	PS_chr05_G023360
PS_chr05_G023361.mRNA.7	PS_chr05_G023361
PS_chr05_G023363.mRNA.1	PS_chr05_G023363
PS_chr05_G023368.mRNA.2	PS_chr05_G023368
PS_chr05_G023371.mRNA.1	PS_chr05_G023371
PS_chr05_G023372.mRNA.4	PS_chr05_G023372
PS_chr05_G023373.mRNA.4	PS_chr05_G023373
PS_chr05_G023378.mRNA.2	PS_chr05_G023378
PS_chr05_G023379.mRNA.1	PS_chr05_G023379
PS_chr05_G023383.mRNA.1	PS_chr05_G023383
PS_chr05_G023384.mRNA.1	PS_chr05_G023384
PS_chr05_G023385.mRNA.1	PS_chr05_G023385
PS_chr05_G023386.mRNA.1	PS_chr05_G023386
PS_chr05_G023387.mRNA.1	PS_chr05_G023387
PS_chr05_G023388.mRNA.1	PS_chr05_G023388
PS_chr05_G023389.mRNA.1	PS_chr05_G023389
PS_chr05_G023390.mRNA.1	PS_chr05_G023390
PS_chr05_G023391.mRNA.2	PS_chr05_G023391
PS_chr05_G023392.mRNA.3	PS_chr05_G023392
PS_chr05_G023393.mRNA.1	PS_chr05_G023393
PS_chr05_G023394.mRNA.1	PS_chr05_G023394
PS_chr05_G023395.mRNA.5	PS_chr05_G023395
PS_chr05_G023396.mRNA.1	PS_chr05_G023396
PS_chr05_G023397.mRNA.1	PS_chr05_G023397
PS_chr05_G023398.mRNA.1	PS_chr05_G023398
PS_chr05_G023399.mRNA.1	PS_chr05_G023399
PS_chr05_G023401.mRNA.1	PS_chr05_G023401
PS_chr05_G023402.mRNA.3	PS_chr05_G023402
PS_chr05_G023403.mRNA.2	PS_chr05_G023403
PS_chr05_G023404.mRNA.1	PS_chr05_G023404
PS_chr05_G023405.mRNA.1	PS_chr05_G023405
PS_chr05_G023408.mRNA.1	PS_chr05_G023408
PS_chr05_G023409.mRNA.1	PS_chr05_G023409
PS_chr05_G023410.mRNA.1	PS_chr05_G023410
PS_chr05_G023411.mRNA.2	PS_chr05_G023411
PS_chr05_G023412.mRNA.1	PS_chr05_G023412
PS_chr05_G023413.mRNA.1	PS_chr05_G023413
PS_chr05_G023414.mRNA.1	PS_chr05_G023414
PS_chr05_G023415.mRNA.1	PS_chr05_G023415
PS_chr05_G023416.mRNA.3	PS_chr05_G023416
PS_chr05_G023417.mRNA.2	PS_chr05_G023417
PS_chr05_G023418.mRNA.1	PS_chr05_G023418
PS_chr05_G023419.mRNA.1	PS_chr05_G023419
PS_chr05_G023420.mRNA.3	PS_chr05_G023420
PS_chr05_G023421.mRNA.3	PS_chr05_G023421
PS_chr05_G023423.mRNA.2	PS_chr05_G023423
PS_chr05_G023424.mRNA.1	PS_chr05_G023424
PS_chr05_G023425.mRNA.1	PS_chr05_G023425
PS_chr05_G023426.mRNA.1	PS_chr05_G023426
PS_chr05_G023428.mRNA.7	PS_chr05_G023428
PS_chr05_G023429.mRNA.1	PS_chr05_G023429
PS_chr05_G023430.mRNA.1	PS_chr05_G023430
PS_chr05_G023431.mRNA.1	PS_chr05_G023431
PS_chr05_G023432.mRNA.1	PS_chr05_G023432
PS_chr05_G023433.mRNA.1	PS_chr05_G023433
PS_chr05_G023434.mRNA.1	PS_chr05_G023434
PS_chr05_G023435.mRNA.2	PS_chr05_G023435
PS_chr05_G023436.mRNA.1	PS_chr05_G023436
PS_chr05_G023438.mRNA.1	PS_chr05_G023438
PS_chr05_G023440.mRNA.1	PS_chr05_G023440
PS_chr05_G023441.mRNA.1	PS_chr05_G023441
PS_chr05_G023442.mRNA.1	PS_chr05_G023442
PS_chr05_G023444.mRNA.1	PS_chr05_G023444
PS_chr05_G023446.mRNA.1	PS_chr05_G023446
PS_chr05_G023447.mRNA.1	PS_chr05_G023447
PS_chr05_G023448.mRNA.2	PS_chr05_G023448
PS_chr05_G023449.mRNA.1	PS_chr05_G023449
PS_chr05_G023450.mRNA.1	PS_chr05_G023450
PS_chr05_G023451.mRNA.1	PS_chr05_G023451
PS_chr05_G023453.mRNA.3	PS_chr05_G023453
PS_chr05_G023456.mRNA.3	PS_chr05_G023456
PS_chr05_G023457.mRNA.2	PS_chr05_G023457
PS_chr05_G023458.mRNA.6	PS_chr05_G023458
PS_chr05_G023459.mRNA.1	PS_chr05_G023459
PS_chr05_G023460.mRNA.1	PS_chr05_G023460
PS_chr05_G023461.mRNA.1	PS_chr05_G023461
PS_chr05_G023462.mRNA.1	PS_chr05_G023462
PS_chr05_G023463.mRNA.2	PS_chr05_G023463
PS_chr05_G023464.mRNA.1	PS_chr05_G023464
PS_chr05_G023465.mRNA.1	PS_chr05_G023465
PS_chr05_G023466.mRNA.1	PS_chr05_G023466
PS_chr05_G023467.mRNA.1	PS_chr05_G023467
PS_chr05_G023468.mRNA.1	PS_chr05_G023468
PS_chr05_G023469.mRNA.1	PS_chr05_G023469
PS_chr05_G023470.mRNA.1	PS_chr05_G023470
PS_chr05_G023471.mRNA.1	PS_chr05_G023471
PS_chr05_G023472.mRNA.1	PS_chr05_G023472
PS_chr05_G023473.mRNA.1	PS_chr05_G023473
PS_chr05_G023474.mRNA.3	PS_chr05_G023474
PS_chr05_G023477.mRNA.2	PS_chr05_G023477
